Protein	Genes	ABAGE_IgG	ABAGE_S	ANAMA_IgG	ANAMA_S	CARVA_IgG	CARVA_S	CECPA_IgG	CECPA_S	CHAAN_IgG	CHAAN_S	control_TGF5	DEPMA_IgG	DEPMA_S	DEVZI_IgG	DEVZI_S	DUCMA_IgG	DUCMA_S	GRUMA_IgG	GRUMA_S	HC4_IgG	HC4_S	HC7_IgG	HC7_S	HC9_IgG	HC9_S	HC10_IgG	HC10_S	HC11_IgG	HC11_S	LEFKA_IgG	LEFKA_S	MATEV_IgG	MATEV_S	PBS	RADSO_IgG	RADSO_S	VANMC_IgG	VANMC_S	VERSA_IgG	VERSA_S	WILWI_IgG	WILWI_S
Q13619	CUL4A	23.9641	23.1173	22.6073	22.7342	23.0541	23.6878	24.1323	24.1571	24.268	23.3587	23.6611	24.4493	22.0703	23.9958	23.7013	22.4989	24.3808	23.5916	22.2799	24.3848	24.1648	24.4371	22.1627	22.3066	22.9436	24.1123	24.3374	24.8105	24.1784	23.2188	22.269	23.5615	22.089	23.7917	24.1416	24.1377	23.8914	22.0248	23.1045	21.9226	21.0673	22.8824
K4DI93	CUL4B	27.3454	26.8742	26.8928	26.3847	26.9068	25.3065	25.819	25.1385	26.1003	25.805	27.0469	26.4908	26.6595	26.0587	26.6078	26.6349	26.9045	26.0655	25.6997	26.1352	26.1986	26.451	26.4402	26.2833	26.2429	26.7287	26.459	25.9306	26.6428	23.8816	24.5704	26.2231	24.2805	26.819	26.0844	25.9968	25.9262	26.0878	26.5853	26.6794	26.6417	26.3567
Q93034	CUL5	24.6474	22.7516	25.2706	23.5341	22.6224	22.4351	23.8816	23.836	22.3277	24.0687	23.7993	23.9627	24.1859	23.8536	23.9476	24.6633	23.8789	24.0263	23.0326	24.2261	24.2468	23.4864	23.98	25.6758	24.5697	22.1899	23.3672	23.6688	22.1107	23.2637	23.668	24.4981	25.4423	23.8599	24.2616	24.1173	24.3397	23.6382	24.0191	24.0566	23.9903	23.2106
O60888-3	CUTA	27.1259	27.743	27.4981	27.0965	28.027	27.1342	27.6546	26.9352	27.7482	27.4493	27.4836	28.0345	28.0063	27.6731	27.3722	27.8941	27.7321	27.2758	27.477	27.6053	27.6172	27.7119	27.4285	27.7353	27.601	27.6943	27.6865	27.8689	27.614	26.552	27.5962	27.4898	26.7539	26.9535	27.9406	27.7142	27.4412	27.5307	28.0596	27.9928	28.2461	27.5896
Q59F44	CYB5A	26.0371	26.7332	27.7	27.8064	27.6849	27.756	27.3369	27.2402	27.0654	27.1638	26.8902	27.1612	27.4713	27.0632	26.9925	27.173	27.3738	27.2629	27.0427	27.065	27.3109	27.0831	27.0417	26.9884	27.2186	27.0696	26.6284	27.378	27.5605	27.8363	27.747	27.9989	27.8733	27.2569	27.411	27.2728	27.1338	27.3116	27.4601	27.4162	27.0047	26.8887
H3BUX2	CYB5B	22.911	24.0191	26.7664	26.5297	26.3941	26.6788	27.1598	26.9108	27.523	27.0805	27.6644	27.7065	22.2724	27.3896	27.413	27.3917	24.1162	27.3734	27.1584	27.7611	27.3168	28.2878	27.7628	28.2347	28.0788	27.9429	27.4446	28.3201	27.7572	26.844	26.8206	26.8702	26.835	27.1856	27.3536	27.4363	27.4481	27.3772	27.8064	27.9896	26.8197	23.8247
Q9UHQ9	CYB5R1	23.1027	24.181	26.2623	25.8307	25.8805	25.0555	24.8763	24.9781	25.0686	25.2412	23.5269	24.779	23.277	24.3922	24.2342	25.1377	21.9126	24.6545	24.5192	24.4912	24.9487	22.6364	24.714	23.9558	24.7174	23.5298	22.8949	21.3368	22.9128	25.4463	25.1392	26.194	26.1098	24.4105	24.0389	24.7811	24.9685	24.929	25.2776	25.1929	25.0167	23.6019
Q6BCY4	CYB5R2	23.4908	23.5674	23.6393	23.5575	23.4611	23.9964	23.7981	23.8387	23.7108	24.1264	22.4858	22.8301	23.2393	23.4116	22.6273	23.0538	24.3912	23.202	23.5297	23.6644	21.6106	22.6407	21.2272	23.756	21.3389	21.3212	21.2559	22.6554	21.6426	22.1371	23.2726	23.1415	23.6835	23.0025	23.8352	22.7749	23.8334	22.2858	23.2885	22.0364	22.3879	23.1952
A0A024R4X0	CYB5R3	30.1026	30.5407	31.1441	30.9096	31.0068	30.9899	30.4261	30.5142	30.4762	30.4645	30.1031	30.8373	30.7092	30.49	30.4901	30.6416	30.4451	30.4278	30.4822	30.7872	30.964	29.7584	29.8708	30.2446	30.2915	29.7348	30.1208	30.1138	29.8037	30.913	31.119	30.9922	31.2234	30.3808	30.3929	30.3069	30.3904	30.3196	30.7336	30.5423	30.5618	30.5845
Q53TN4-3	CYBRD1	27.2643	27.8734	27.9847	27.4758	27.7705	27.5287	26.2239	26.3303	26.5829	26.6253	26.4895	26.6621	26.9684	26.6061	26.5004	26.8843	27.1383	26.6874	26.2459	26.649	26.6501	26.7226	26.3717	26.3621	26.3003	26.5081	26.2647	27.0421	26.6699	27.6357	27.2935	27.813	27.7517	26.4578	26.3236	26.6663	26.6439	26.6629	26.8076	26.9023	26.7682	27.1348
Q8TBT6	CYC1	23.9128	25.4107	25.4868	24.7073	25.4011	24.3512	25.5766	25.9215	25.6312	25.7107	25.0994	24.9452	24.674	25.6558	25.6564	24.5829	23.6493	25.3953	25.7521	24.9109	25.1232	25.8164	25.5854	25.7986	25.9473	25.4355	26.314	25.6632	25.634	25.409	24.4497	24.9606	24.9593	25.5271	25.4475	25.6215	25.4727	25.8894	24.2603	24.8071	25.0758	24.1354
C9JFR7	CYCS	26.1	25.885	27.4245	27.2947	27.6317	27.3259	26.0286	25.9946	25.845	25.8371	24.9204	25.8685	26.0458	25.7177	25.7508	25.9892	25.8236	26.0481	26.162	26.1194	26.2177	25.9076	26.0015	26.2071	26.123	25.6384	26.0336	25.7266	26.0316	27.227	27.2042	27.1726	27.2975	26.0115	25.82	25.9874	25.738	25.8306	26.0783	25.8527	25.7814	25.7768
Q7L576	CYFIP1	28.3232	28.3764	28.681	28.8843	28.2032	28.6415	28.2548	27.9403	27.9879	27.8436	28.1185	27.8566	27.932	28.1051	27.9807	27.8522	27.7982	28.1094	28.0362	28.0125	28.0125	27.8757	27.6777	28.0855	27.8548	27.9642	28.0664	27.4405	27.8467	28.6671	27.9636	28.6171	28.8044	28.1796	27.9968	27.8192	27.994	27.9047	28.0524	28.0696	28.0343	27.9733
B3KRC6	CYP51A1	24.637	25.626	26.1588	26.0626	26.0601	25.7147	25.1799	25.404	25.0192	25.2707	26.1745	25.5116	26.0708	25.3707	25.6175	25.5197	25.4176	25.5789	24.8877	25.2972	26.1427	25.259	25.3311	25.1208	26.2701	22.8911	25.9608	25.5327	22.8811	26.5325	25.9261	25.5325	25.9027	21.6458	25.1354	25.1687	25.2625	25.6838	25.4488	26.1071	25.129	25.8177
B2RAW0	DAB2	27.8038	28.7663	27.598	28.4126	27.8463	28.5656	28.0609	28.2249	27.7477	28.1713	28.0425	28.0191	28.522	27.7263	28.2335	28.1896	28.5539	28.2365	28.3592	27.8124	28.3358	28.2251	28.5914	27.9261	28.4409	27.962	28.5825	28.2548	28.5357	27.6576	28.2882	27.8813	28.1846	27.6136	27.8355	28.3454	27.7157	28.2268	28.0257	28.5708	28.1451	28.2752
F5GXX5	DAD1	27.8387	27.9969	28.5425	28.3186	28.5794	28.4944	27.4798	27.6882	27.2947	27.4987	27.4323	27.0539	27.1623	27.267	27.3677	27.4455	27.3862	27.5241	27.4003	27.3546	27.2393	26.8138	26.8311	27.0653	26.864	26.8865	26.7521	26.7514	27.2189	28.6018	28.5233	28.4573	28.5949	27.7698	27.1276	27.2531	27.3386	27.2578	27.2541	27.2875	27.2153	27.2356
A0A140VJH7	DAK	24.3257	24.1709	22.7909	23.4526	23.7186	23.6772	24.1917	23.9608	24.1532	24.2595	23.239	24.4914	24.2715	24.356	24.1608	24.4091	23.8768	24.1651	24.1742	24.2779	24.451	23.6605	22.9647	23.6869	23.5559	22.9377	22.7683	23.4074	23.5763	23.2742	22.4445	23.6936	23.7255	23.1092	24.2487	24.0325	24.3119	23.7905	24.4825	24.4581	24.1926	22.2278
B2R4C9	DAP	26.7439	22.6391	23.5204	23.5851	23.8736	23.12	26.1407	26.3478	26.3088	25.9934	26.9737	26.5188	26.9409	26.3153	26.3413	26.9478	27.1374	26.4947	26.2416	26.6944	26.4829	27.0314	26.7961	26.7429	26.959	27.2462	27.4571	26.544	27.4113	22.4421	23.9585	22.5314	23.093	26.5873	26.4476	26.4801	26.5036	26.3942	26.484	26.8902	27.1209	26.9787
P51398-2	DAP3	23.8147	22.5698	22.4338	22.6763	22.1088	22.7487	22.0744	23.8466	22.7398	21.9332	22.3784	20.9824	21.1105	21.7354	23.4833	23.4645	24.0301	22.6112	23.3232	23.3617	23.3485	23.6217	23.7458	21.8001	22.3788	23.6449	22.1491	21.7748	23.1589	23.1587	23.1063	21.9216	24.102	21.7004	21.1937	23.3251	22.6174	21.5084	22.0642	22.5092	24.5652	23.9009
A0A140VJW5	DARS	29.3541	28.9422	29.4839	29.241	29.7055	29.4847	28.8972	28.9005	28.9344	28.8679	29.0827	28.9565	29.071	28.8503	28.8341	29.0513	29.1302	28.9823	28.8897	28.8364	28.8327	29.13	28.9439	28.9059	28.99	29.1358	28.9429	29.3392	29.3041	29.5173	29.1943	29.4479	29.4318	29.0464	28.8986	28.8984	28.8844	28.8795	29.0955	28.938	29.0937	28.9185
K7EQ55	DAZAP1	23.3194	24.1057	26.2411	26.3915	26.0833	26.6716	25.0172	24.9607	25.2512	25.0792	24.7491	24.4012	24.2959	25.5974	25.3814	23.3689	22.7221	25.1683	25.5663	24.7604	24.9252	26.2957	25.9695	25.3887	25.9963	26.0147	25.4365	25.8789	26.1631	25.7552	26.6221	26.2396	26.4606	24.9569	25.2391	24.9983	25.1685	25.3118	23.5489	23.4116	23.779	23.6724
B8ZWD1	DBI	28.2115	29.6761	28.3738	27.9033	27.5176	27.814	28.655	27.6293	28.0673	27.979	27.6014	29.7926	30.1611	28.5783	28.1528	29.6882	29.6449	28.0764	27.7372	29.3841	29.1399	27.7691	26.9563	27.7566	27.3686	28.0236	27.8392	27.8076	27.939	27.4988	28.9379	29.3365	28.8122	28.1598	28.1813	27.8676	28.311	27.92	29.9011	30.0085	29.8383	28.8622
Q16643	DBN1	29.7176	29.4986	28.7853	28.6283	28.594	28.8648	29.0455	28.9563	29.1332	29.0119	29.9905	29.1491	29.4202	29.044	29.1347	29.3605	29.7709	28.9806	28.9659	29.2535	29.223	29.097	29.124	29.064	29.0396	29.2288	29.1049	29.3333	29.26	28.794	28.8762	28.8726	29.0259	29.3526	29.15	29.2059	29.0184	29.1586	29.5364	29.5161	29.325	29.3075
Q9UJU6-2	DBNL	30.0641	29.6811	29.1381	29.1185	29.1029	28.9057	29.1693	28.8383	29.1263	29.1399	29.3766	29.4478	29.552	29.227	29.3221	29.7255	29.8044	29.2848	29.0988	29.3392	29.1522	29.4597	29.468	29.3197	29.5073	29.5009	29.5254	29.5184	29.3985	29.3336	29.1162	29.1905	29.3266	29.0079	29.2731	29.2332	29.2748	29.102	29.5065	29.6912	29.7289	29.6707
Q9UJU6	DBNL	30.0733	29.684	29.1408	29.1214	29.1054	28.9086	29.16	28.8331	29.1091	29.1501	29.379	29.4709	29.5769	29.2351	29.3237	29.7078	29.7908	29.2756	29.1185	29.3085	29.1781	29.499	29.4815	29.3636	29.5503	29.49	29.5095	29.5414	29.4072	29.3365	29.1191	29.1934	29.3295	28.967	29.3008	29.2447	29.2733	29.1116	29.4942	29.6817	29.7181	29.6847
A0A024RDJ1	DC2	24.7786	25.0106	23.0847	23.3337	23.7797	21.8994	23.1536	22.5436	26.646	27.0477	23.6595	25.7786	22.5527	26.5945	21.3517	26.1907	22.8912	23.3354	26.7335	25.8391	22.4223	26.258	26.4268	27.2732	27.232	22.1082	21.5039	27.1163	21.0633	22.9403	21.9323	26.3305	26.4277	22.4836	26.2165	21.5943	22.7787	27.1982	21.9413	25.2322	22.4946	21.7579
P81605	DCD	29.2291	28.2942	31.1103	30.64	30.9636	29.8259	30.1011	30.133	30.3366	30.702	32.4258	28.7862	28.3312	31.1064	30.8553	29.01	27.9207	30.6019	30.3574	29.4219	29.252	32.3047	32.4368	33.0579	32.076	32.4023	32.6092	32.9713	32.5368	30.7323	30.266	30.9532	30.8974	32.8285	30.4136	30.0482	30.4081	29.661	29.1417	28.7096	28.9773	29.9021
P81605-2	DCD	29.0338	28.7864	31.1788	30.9884	31.3401	29.8679	30.4636	29.766	30.1241	30.6271	32.8847	28.4036	27.3355	30.853	30.542	28.0727	27.3395	30.623	30.4263	28.8212	28.6619	31.744	32.1304	32.2631	31.2295	32.3217	31.9572	31.3154	32.51	31.2502	30.1116	31.4534	30.9241	33.037	30.006	30.1446	30.3928	29.3552	28.2461	28.0377	28.7551	29.7467
Q6FH10	DCN	27.639	28.08	28.2337	28.631	28.5098	28.5015	28.1554	28.5993	28.0285	28.7482	25.5025	27.6036	28.3648	27.8274	28.4908	27.7979	28.6323	28.3901	28.7602	27.6499	28.478	28.4222	28.8884	28.0802	28.9997	28.1104	28.6486	28.1578	28.8202	27.8419	28.7667	28.0659	28.3351	27.598	27.9381	28.814	28.0226	28.8569	27.5778	28.2841	27.4428	27.9653
Q96C86	DCPS	23.943	25.3038	23.7461	24.248	24.1887	22.7498	23.6199	21.1009	23.2126	23.7456	21.8528	23.1639	22.5034	23.1266	23.4504	24.062	23.8666	21.3758	22.6574	21.8755	23.303	22.9043	20.5563	22.8533	22.6278	21.9043	24.0202	21.3912	22.7799	23.1316	23.4354	23.2087	22.6866	22.6668	23.0954	22.32	23.0919	23.2621	22.2237	22.954	22.4408	23.3507
P32321	DCTD	22.2608	23.1063	25.4707	24.996	25.3159	25.3004	22.9528	21.943	22.7832	24.7893	22.0871	21.9748	22.0757	21.5693	22.6524	22.9178	24.8547	22.6037	22.6835	23.8163	24.251	24.9384	25.1185	24.9283	24.736	25.2149	25.0121	25.4499	25.7316	25.4228	25.1196	24.9137	24.942	23.5374	22.995	22.0219	22.9573	24.8442	21.8766	23.9286	22.9121	23.9025
E7EX90	DCTN1	28.913	29.0034	28.6544	28.8013	28.6938	28.8364	28.5136	28.4906	28.6109	28.5796	28.5828	28.4766	28.6839	28.6378	28.5684	28.6864	28.5669	28.6541	28.3995	28.6628	28.5893	28.5862	28.391	28.4598	28.6064	28.5619	28.4199	28.7179	28.5166	28.9838	28.6545	28.8564	28.6498	28.7264	28.6768	28.5515	28.5941	28.6565	28.5576	28.5218	28.6209	28.6013
Q13561	DCTN2	28.62	28.4974	29.4777	29.2072	29.3482	29.2844	28.8868	28.6809	28.7606	28.7257	28.7509	28.8609	28.8987	28.8249	28.8012	29.015	28.7229	28.775	28.7116	28.9359	28.9467	28.9579	28.7417	28.7232	28.7608	28.7699	28.8735	29.116	29.043	29.1985	29.1691	29.2316	29.3625	28.5769	28.9304	28.8702	28.8174	28.8572	28.9824	28.9447	29.0381	28.7051
O75935	DCTN3	24.2168	23.4067	26.3487	25.8916	26.1483	26.2439	25.8494	25.9425	25.8426	25.2987	26.0397	25.8554	25.7556	25.9667	25.7236	25.5268	26.2263	25.5644	25.2848	25.5157	25.1621	25.8672	25.9609	25.7698	25.6961	25.8711	25.6598	26.2288	25.8836	26.177	26.4078	25.9847	26.4758	25.7469	25.8691	24.9393	25.9128	25.9162	25.1975	25.4405	25.4514	23.3784
A0A0S2Z5D4	DCTN4	25.9302	25.8122	26.3787	26.6539	25.4675	26.4354	25.7357	25.4097	25.8676	25.6696	25.4037	25.4312	25.1514	25.4141	25.6547	25.3794	24.5838	25.7565	25.7317	25.612	25.4326	26.082	25.7497	26.1606	25.5798	25.8746	25.3108	26.1525	25.5037	23.1527	26.0698	26.0359	25.531	25.1495	25.6823	25.7236	25.7754	25.7527	25.1315	25.2964	25.6782	23.4284
Q9BTE1	DCTN5	23.1241	24.365	22.4659	22.5663	23.4474	23.5423	24.3283	22.998	23.7188	24.3653	20.6054	23.6884	23.1057	24.015	23.6966	24.2948	23.6925	23.2939	23.9955	23.6116	23.2855	23.2471	23.2447	23.9056	20.6926	22.7634	24.2394	21.3989	22.0084	25.4942	22.4251	22.5234	23.2117	21.0125	22.9436	23.7669	23.916	24.6281	22.7048	22.666	21.9943	23.9253
O00399	DCTN6	24.9865	23.6786	23.9341	24.0171	23.6939	22.675	23.6696	23.2401	22.1379	23.1297	22.1744	24.4253	21.1479	23.5153	23.2604	23.8603	24.0925	24.0012	22.7091	22.3277	23.6015	21.1528	23.121	22.9097	22.022	23.6553	22.3209	22.2218	21.7251	22.2924	23.3356	24.2268	22.6608	23.9568	23.8424	23.5554	23.5401	23.5942	22.9981	24.0139	23.9756	23.2331
C9J8R4	DCUN1D1	23.1589	22.4496	23.4243	24.1134	23.2186	22.5465	24.7883	23.8062	24.5315	24.5408	24.2385	24.2532	24.3108	24.4255	24.4114	22.4743	23.7584	24.3345	24.7135	23.9983	24.442	24.4783	24.1795	24.2426	24.4812	21.8118	24.4679	24.0579	24.2325	23.4382	22.5766	23.4371	23.9914	24.2069	24.7451	24.1487	24.6315	24.2938	23.9733	24.5466	21.9681	22.8976
B1AKK2	DDAH1	28.025	28.366	27.567	27.6413	27.5234	27.5931	27.5823	27.2435	27.5568	27.7491	27.7301	27.355	27.5816	27.6051	27.9792	27.8404	28.0082	27.558	27.564	27.4201	27.6202	27.6442	27.6972	27.4717	27.5812	28.0722	28.3497	28.093	28.0342	27.5964	27.7592	27.6512	27.943	28.1266	27.651	27.5891	27.747	27.5379	27.5935	28.1208	28.1066	27.6448
Q16531	DDB1	28.545	29.1252	29.042	29.0019	28.9764	28.9624	28.9003	28.8873	28.7817	28.8739	28.2921	28.5522	28.5834	28.8272	28.8282	28.7708	28.8685	28.9509	28.9273	28.6911	28.897	28.5563	28.435	28.353	28.7907	28.4499	28.6888	28.4285	28.5178	29.1237	29.0259	28.9823	29.2095	28.5818	28.5705	28.8271	28.7577	28.8682	28.6296	28.5319	28.7214	28.7576
Q5TDH0	DDI2	23.7129	22.6055	24.0211	22.8761	23.9105	21.8267	23.2932	23.1724	23.7601	23.7184	25.0292	23.6111	23.9149	23.3467	23.7904	23.9449	23.909	22.7467	23.4129	23.6092	23.3254	23.5558	23.7262	23.1332	23.8561	21.995	22.2658	23.9211	23.52	23.0826	23.6668	22.9072	23.3374	24.8403	23.7734	23.5578	23.4452	22.9249	24.0743	22.5656	23.5431	21.5363
A0A0C4DGS1	DDOST	29.5102	29.397	29.5683	29.7307	30.1928	29.8127	29.7244	29.6973	29.8601	29.7558	29.7216	29.6197	29.7309	29.6849	29.6814	29.8526	29.8117	29.5135	29.7119	29.7687	29.6779	29.7805	29.8644	29.6509	29.8737	29.6322	29.6607	29.6077	29.5049	29.8353	29.6738	29.5662	29.6616	29.4987	29.7881	29.6174	29.7716	29.7675	29.5738	29.5135	29.952	29.762
Q96HY6	DDRGK1	26.8099	26.7286	26.7214	26.1134	26.5219	26.4492	25.7904	25.9313	25.8389	25.6637	26.209	26.0068	26.3222	25.7883	25.7501	26.5195	26.4901	26.1439	26.0185	25.8807	25.6936	25.812	26.0008	25.5829	26.0206	26.281	25.966	26.3516	26.2382	26.1648	26.2322	26.3983	26.1568	25.8926	25.9209	25.9107	26.0505	25.877	26.4741	26.2892	26.2655	26.3977
Q53Y51	DDT	24.4855	26.1276	26.9517	26.7229	27.2508	26.895	26.794	26.2708	26.8641	26.8412	26.6238	27.2238	26.8264	26.6642	26.7924	26.5652	26.0555	26.4315	25.9546	26.4538	26.2003	27.0603	27.0555	27.0768	26.973	26.3094	26.3423	25.9797	26.753	27.282	27.2911	26.9536	26.9235	26.8679	26.6701	26.4199	26.8398	26.6413	26.8532	26.4363	26.4106	25.9728
A3RJH1	DDX1	28.8685	28.5067	29.7756	29.8174	29.447	29.2429	28.9524	28.7988	28.9179	29.025	28.8845	28.8705	28.9125	28.9873	28.7611	28.9922	28.8227	28.7661	28.951	28.965	28.9997	28.8099	28.7873	28.9315	28.8181	28.6981	28.8413	28.9192	28.6833	29.3922	29.2127	29.8142	29.2061	28.7413	28.945	28.8799	28.9553	28.9029	28.8386	28.7443	28.7941	28.701
A0A1X7SBZ2	DDX17	29.6761	29.9222	29.7561	29.6929	29.75	29.6991	29.2891	29.4409	29.3531	29.376	29.3023	29.4131	29.7371	29.5647	29.4692	29.7035	29.8676	29.5018	29.456	29.388	29.5072	29.3464	29.1335	29.3089	29.3288	29.2801	29.5597	29.6091	29.4097	29.8109	29.7154	29.5739	29.6965	29.4154	29.3025	29.4931	29.4256	29.3734	29.4592	29.5682	29.5756	29.5472
F6QDS0	DDX19A	27.5878	27.7948	27.1488	27.3868	27.3257	27.3287	26.8392	26.9753	26.9963	26.9204	27.0571	27.0395	27.3836	26.9682	27.0311	27.2805	27.6583	27.1458	26.9594	26.9995	27.057	26.9463	26.7068	26.8801	26.9606	26.7551	26.8862	26.7335	27.1141	27.3782	27.3433	27.1332	27.0764	26.9993	27.1408	27.0977	26.9266	27.174	27.5747	27.3098	27.3249	27.1229
I3L0H8	DDX19A	27.6014	27.813	27.1671	27.4058	27.344	27.3435	26.8795	26.988	27.0147	26.9289	27.0755	27.0384	27.4254	26.984	27.0494	27.3154	27.675	27.1641	26.9776	27.0179	27.0754	26.9646	26.7248	26.8984	26.9789	26.7734	26.9045	26.7517	27.1324	27.3966	27.3617	27.1516	27.0948	27.0177	27.1591	27.1467	26.9449	27.1923	27.6018	27.3013	27.3153	27.1505
Q9NR30	DDX21	23.5616	22.868	24.0496	23.375	24.3367	24.9735	24.3793	24.0989	23.9125	24.2463	24.4925	24.1725	24.7112	22.0117	24.2736	24.0628	24.2697	24.0119	24.7483	24.3518	24.6192	24.0304	22.837	23.4571	23.6557	23.8036	24.2021	24.0012	23.816	24.4263	24.508	23.199	24.5313	24.2669	24.3156	24.3162	24.3104	24.4497	23.9159	24.2072	23.9827	24.3277
B3KY11	DDX23	24.9471	23.26	24.4069	25.2645	23.5127	24.8513	25.101	24.765	24.8975	24.9068	25.1868	24.6389	24.9425	24.8115	25.074	25.4446	24.7969	24.7504	25.1117	25.0315	24.7278	24.9899	24.796	24.5521	24.7421	24.9592	25.0449	24.7466	25.0107	24.1303	21.0612	25.1085	24.7697	24.8478	25.1358	24.9132	24.7813	24.6892	24.8754	24.8272	24.8989	22.4512
B4DKV2	DDX24	23.5035	23.8202	21.8685	23.1794	24.6998	24.3829	22.5577	20.6431	22.6812	22.9864	22.6723	21.1106	21.8663	22.5487	22.1568	23.6994	23.128	22.4402	21.6733	22.4233	23.5887	21.595	23.6303	22.9783	23.6704	23.4427	22.5673	23.468	21.1301	25.1008	22.5704	23.2352	24.0926	21.908	23.9595	22.1784	22.335	22.6945	22.4394	23.6022	22.5003	22.4988
B7Z6D5	DDX27	23.5363	23.5655	24.3798	22.4391	23.0196	22.6979	23.7826	23.2826	23.6793	21.9653	23.7059	24.0449	22.8811	23.8406	22.7551	23.7566	24.3613	22.1294	23.9471	23.9723	22.6821	22.9634	22.3916	23.614	22.8806	24.6529	21.7119	23.1404	21.8703	23.0771	23.5919	23.5739	23.1152	22.7439	23.4912	22.7373	23.8821	22.6422	21.7356	23.073	24.2616	23.2451
O00148	DDX39A	27.7592	27.9487	28.9267	29.6798	28.7995	28.7135	28.496	28.4787	28.4791	28.3803	28.6259	28.3832	27.8872	28.574	28.4715	28.3625	27.7791	28.3828	28.4611	28.5139	28.3932	28.4969	28.3954	28.632	28.5144	28.298	28.3946	28.6033	28.4509	29.3623	29.2106	29.4493	29.6146	28.3891	28.3896	28.2491	28.4514	28.4412	28.3439	28.1753	28.2165	28.2893
A0A0D9SFB3	DDX3X	29.8981	29.5126	30.0057	29.6382	29.9434	29.7607	29.273	29.2293	29.1655	29.2038	29.6947	29.307	29.525	29.2764	29.2799	29.6613	29.3742	29.3627	29.1267	29.3574	29.3664	28.9881	28.89	29.143	29.0419	28.9056	29.1939	29.1368	29.0572	29.8994	29.8263	29.7484	29.8738	29.487	29.3769	29.1798	29.1828	29.244	29.5482	29.3692	29.5839	29.5121
A0A0A0MSJ0	DDX42	26.0534	25.6858	23.8014	25.2982	23.8526	22.3024	25.2774	25.3038	25.0385	25.2096	25.3841	25.2586	25.7213	25.1025	25.4786	25.4068	25.9081	25.0141	25.3641	25.3236	25.5091	25.3487	25.3647	25.1061	25.3019	25.086	25.5322	25.3079	25.315	22.322	25.4253	24.8067	24.7286	24.9046	25.3558	25.4987	25.4109	25.5585	25.4476	26.0375	25.5584	26.0729
A8K6X3	DDX46	26.2098	25.9724	25.7943	24.7721	26.0348	25.6733	26.082	25.4579	26.1784	25.8493	26.1336	25.9442	26.4908	25.9027	26.0407	26.0897	26.4463	25.6427	25.9432	26.1832	25.865	26.2031	25.8298	26.1574	25.957	25.7665	26.2393	26.2462	26.2528	26.1974	25.5205	25.9537	25.2501	26.201	26.1444	25.907	26.2909	25.8616	26.3124	26.4123	26.1761	25.9901
A0A024R8W0	DDX48	28.8306	28.6789	28.8581	29.1227	29.1942	28.8122	28.5054	28.4538	28.4251	28.6362	28.5712	28.5503	28.9648	28.3452	28.3883	29.0519	28.9586	28.5166	28.567	28.4907	28.7193	28.6142	28.1417	28.3626	28.51	28.6333	28.565	28.8542	28.4097	29.3236	28.6357	29.023	28.9382	28.516	28.4627	28.3621	28.3686	28.4617	28.7683	28.7516	28.6547	28.8141
J3KTA4	DDX5	29.3493	29.1514	29.2452	29.2023	29.3501	29.2334	28.9766	29.0198	28.9954	28.9886	29.2543	28.9087	28.8999	29.1265	28.9982	29.0814	28.9065	28.94	28.9325	29.0564	28.9062	28.577	28.4286	28.9029	28.769	28.6318	28.6214	29.0651	28.7802	29.5366	29.2377	29.0338	29.0623	28.9175	28.9933	28.9117	28.9445	28.7837	28.899	28.9809	29.2359	28.7753
P26196	DDX6	26.7826	26.4403	26.857	26.8056	26.9223	27.0802	26.3504	26.9203	26.7141	26.6335	26.7077	26.4113	27.0461	26.7094	26.6472	26.876	26.844	26.424	26.6188	26.5933	26.4381	27.3066	27.1557	27.23	27.1698	27.2434	27.1378	27.54	27.3805	27.0016	26.5446	27.1955	26.8474	27.0098	26.5962	26.8098	26.7671	26.8138	27.3109	26.7988	27.0452	26.8219
A0A024R9D7	DECR1	27.9715	28.1715	28.2306	28.0441	28.3458	28.0136	27.9775	28.1303	27.7909	27.8805	27.1127	27.9662	27.9434	27.8341	27.9988	27.9609	28.1828	27.7942	28.0279	27.9127	27.7234	27.957	27.7299	27.8987	27.9976	27.7348	27.8911	27.9401	27.9645	28.435	28.1494	27.9932	28.2647	27.6342	27.746	27.9783	27.9243	27.8544	27.8411	27.9993	27.8571	28.0383
A0A024R3P1	DEGS1	23.8275	24.4968	23.6142	23.7493	23.8359	23.5168	23.5078	23.0204	22.971	23.3609	21.7649	24.2239	24.1957	23.6873	22.81	22.9894	23.969	23.7576	23.692	24.2485	24.408	21.5805	21.3219	21.8356	22.2417	22.3205	21.9885	23.2428	22.9576	23.7054	22.9207	22.3132	22.3232	22.2159	23.5827	23.6508	23.2392	23.4582	21.9251	23.9919	23.657	24.5759
P35659	DEK	27.0422	27.2379	27.6284	27.5228	27.8021	27.4198	27.0252	26.797	27.0244	26.8131	26.5071	26.9494	27.0475	26.7809	26.8457	27.0385	27.1664	27.0054	27.0529	26.8912	27.1352	26.954	26.0065	26.4337	26.6303	26.1807	26.3946	26.1585	26.2449	27.7808	27.7759	27.6237	27.3727	26.7887	26.6934	27.0044	26.8193	26.9654	27.0664	27.061	27.1583	27.208
